customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,tech_support,online_security,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn,sentiment_polarity,frustration_score,topic_billing,topic_service,topic_leaving
CUST-00017,0,0,1,1,9,0,1,1,1,0,1,54.99,472.15,2,1,0.0,0.5,1,0,0
CUST-00018,1,1,0,1,61,0,1,0,2,0,0,41.66,2332.39,1,0,0.8,0.09999999999999998,0,0,0
CUST-00019,0,1,0,0,32,0,0,1,1,0,3,46.2,1341.77,1,1,0.0,0.5,0,1,0
CUST-00020,1,0,1,0,36,0,0,2,0,0,3,54.74,1762.86,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00021,1,0,0,0,27,1,1,0,2,1,0,89.81,2416.04,2,1,0.0,0.5,1,0,0
CUST-00022,0,0,1,0,13,0,1,2,0,0,0,92.3,1139.56,2,1,0.0,0.5,0,1,0
CUST-00023,1,0,1,1,67,1,0,0,0,1,0,41.8,2511.19,1,0,0.0,0.5,1,0,0
CUST-00024,0,0,1,1,57,2,0,2,0,0,0,52.05,2720.25,1,0,0.0,0.5,0,0,1
CUST-00025,0,0,1,1,47,0,0,2,0,0,1,52.69,2325.27,2,0,0.5,0.25,0,0,1
CUST-00026,1,1,1,0,29,2,1,0,2,1,1,85.24,2370.67,5,1,0.0,0.5,0,1,0
CUST-00027,0,0,0,1,60,2,1,0,2,1,1,68.64,3976.36,2,0,-0.049999999999999996,0.525,1,0,0
CUST-00028,1,0,0,0,39,2,1,2,0,1,3,67.32,2526.6,2,0,0.5,0.25,0,0,0
CUST-00029,1,0,1,0,32,1,0,1,0,1,2,78.41,2386.36,0,0,0.8,0.09999999999999998,0,0,0
CUST-00030,1,0,1,0,32,1,0,0,1,1,3,50.09,1502.7,1,0,-0.049999999999999996,0.525,1,0,0
CUST-00031,1,0,1,0,16,1,0,0,1,0,3,99.1,1499.16,0,1,0.5,0.25,0,0,1
CUST-00032,1,0,1,1,6,1,1,0,1,1,3,64.96,434.94,0,1,-0.049999999999999996,0.525,1,0,0
CUST-00033,0,0,0,0,40,0,0,2,0,1,0,43.6,1604.59,1,0,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00034,0,0,0,1,64,2,0,1,2,1,1,59.26,3764.99,3,0,0.5,0.25,0,0,0
CUST-00035,1,0,0,0,4,1,2,0,0,1,1,95.8,449.27,1,1,0.0,0.5,1,0,0
CUST-00036,0,0,1,0,62,1,1,2,2,1,0,54.37,3237.23,1,0,0.0,0.5,1,0,0
CUST-00037,1,0,1,1,60,0,2,2,2,1,0,88.74,5014.29,0,0,0.5,0.25,0,0,0
CUST-00038,1,0,0,1,20,0,0,2,2,1,3,49.37,1025.66,0,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00039,1,0,0,1,46,0,0,0,1,1,0,45.86,1968.41,1,0,0.5,0.25,0,0,0
CUST-00040,1,1,1,1,12,0,2,0,0,1,3,81.49,968.31,0,0,1.0,0.0,0,0,0
CUST-00041,1,0,1,1,55,0,1,1,2,1,1,43.15,2377.62,0,0,0.0,0.5,0,1,0
CUST-00042,1,0,0,1,51,0,1,2,1,0,1,85.56,4185.45,5,0,-0.049999999999999996,0.525,1,0,0
CUST-00043,0,0,1,1,25,0,2,0,0,0,3,73.79,1760.02,2,1,0.0,0.5,0,1,0
CUST-00044,0,1,0,1,4,0,1,2,0,1,0,43.16,191.92,4,1,0.0,0.5,0,1,0
CUST-00045,0,0,0,0,70,0,0,0,2,0,2,63.21,3979.68,0,1,0.0,0.5,0,0,1
CUST-00046,0,0,0,1,32,2,1,0,0,0,3,51.28,1641.84,1,1,0.0,0.5,0,1,0
CUST-00047,0,0,1,0,65,0,0,1,0,1,1,73.72,4339.65,1,0,0.8,0.09999999999999998,0,0,0
CUST-00048,0,0,0,0,49,0,0,0,0,1,0,112.19,4772.9,1,0,0.8,0.09999999999999998,0,0,0
CUST-00049,1,0,1,0,56,0,0,2,0,1,0,55.73,2709.39,4,1,0.0,0.5,0,0,1
CUST-00050,1,0,1,1,55,0,2,1,2,1,2,78.34,4372.83,1,1,0.0,0.5,0,0,1
CUST-00051,1,0,1,0,14,0,1,1,0,0,1,65.61,919.17,2,1,0.0,0.5,0,0,1
CUST-00052,0,0,1,0,26,1,0,2,0,0,1,65.6,1635.44,0,0,0.8,0.09999999999999998,0,0,0
CUST-00053,0,0,0,1,34,2,0,1,1,1,3,60.87,2104.21,1,1,0.0,0.5,0,1,0
CUST-00054,1,0,1,0,36,0,1,0,2,1,1,43.56,1454.99,0,0,0.5,0.25,0,0,0
CUST-00055,0,0,0,1,3,1,2,0,0,0,0,73.38,284.49,1,0,0.5,0.25,0,0,0
CUST-00056,0,0,0,0,39,0,0,0,1,1,3,57.78,2214.76,2,1,0.0,0.5,0,0,1
CUST-00057,1,0,0,0,11,0,0,2,0,1,3,42.38,468.67,2,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00058,0,0,0,0,54,0,2,0,0,1,0,90.35,4801.26,2,1,0.0,0.5,0,0,1
CUST-00059,0,0,1,0,49,0,2,0,0,0,3,67.48,3356.68,1,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00060,0,0,0,0,67,1,2,1,1,0,0,59.3,3548.88,0,0,0.5,0.25,0,0,0
CUST-00061,1,0,1,1,54,1,0,2,0,0,2,98.5,4619.1,1,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00062,0,0,0,0,26,1,0,0,2,0,3,19.1,501.89,2,0,0.5,0.25,0,0,0
CUST-00063,1,0,0,0,70,0,1,0,2,1,0,96.82,6259.24,3,1,1.0,0.0,0,0,0
CUST-00064,1,0,0,0,29,1,0,0,2,1,1,43.0,1201.84,1,0,0.5,0.25,0,0,0
CUST-00065,0,0,1,0,23,0,2,0,2,0,3,70.29,1490.21,2,0,1.0,0.0,0,0,0
CUST-00066,1,0,1,0,66,0,0,0,0,0,0,50.3,3290.12,1,0,0.5,0.25,0,0,0
CUST-00067,1,0,0,0,27,0,1,0,2,1,3,41.92,1124.67,2,1,1.0,0.0,0,0,0
CUST-00068,0,0,0,1,5,1,2,0,0,1,1,97.85,582.99,2,1,0.5,0.25,0,0,0
CUST-00069,1,0,0,0,34,2,2,0,0,0,3,111.41,3592.42,2,0,1.0,0.0,0,0,0
CUST-00070,1,0,1,1,58,0,1,0,0,1,0,59.47,3496.4,0,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00071,0,1,1,0,13,1,2,0,2,1,3,73.39,952.07,3,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00072,0,0,0,0,33,1,0,0,0,1,3,66.42,2130.04,3,1,0.5,0.25,0,0,0
CUST-00073,1,0,1,0,9,2,1,0,2,1,0,108.26,1029.68,0,0,0.0,0.5,0,0,1
CUST-00074,1,1,0,0,50,0,0,0,1,0,0,18.0,847.74,1,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00075,0,0,1,0,34,1,2,2,0,0,0,74.43,2434.2,2,0,1.0,0.0,0,0,0
CUST-00076,1,0,0,0,24,1,2,2,2,1,1,46.82,1034.13,1,0,1.0,0.0,0,0,0
CUST-00077,1,0,1,0,16,2,0,0,2,1,0,18.0,276.73,0,0,0.5,0.25,0,0,0
CUST-00078,1,0,1,1,41,0,0,0,0,1,1,55.99,2246.46,1,0,0.5,0.25,0,0,0
CUST-00079,0,0,1,0,48,2,1,0,0,1,3,111.2,4663.35,1,0,1.0,0.0,0,0,0
CUST-00080,1,1,0,0,68,0,0,1,1,1,0,48.6,3202.7,0,1,0.0,0.5,0,1,0
CUST-00081,1,0,0,0,31,2,2,0,2,1,3,84.77,2429.35,0,0,1.0,0.0,0,0,0
CUST-00082,0,0,0,1,11,0,0,0,2,0,0,94.97,1015.16,0,0,0.5,0.25,0,0,0
CUST-00083,0,1,0,1,60,0,1,0,0,0,2,64.68,3764.08,3,0,0.5,0.25,0,0,0
CUST-00084,1,0,1,1,45,0,1,0,0,1,1,68.01,2760.06,4,1,1.0,0.0,0,0,0
CUST-00085,1,1,0,0,51,0,1,0,0,0,0,22.09,1142.08,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00086,0,0,1,0,7,0,0,0,1,0,0,47.1,376.27,2,1,0.5,0.25,0,0,0
CUST-00087,0,0,1,1,22,0,2,0,0,1,1,87.68,1852.72,1,0,0.5,0.25,0,0,0
CUST-00088,1,0,1,0,56,0,1,1,0,0,3,66.52,3451.2,2,0,0.5,0.25,0,0,0
CUST-00089,0,0,0,1,60,0,1,0,1,1,3,74.18,3899.88,2,1,0.0,0.5,1,0,0
CUST-00090,1,1,0,0,31,1,1,2,2,1,0,68.33,2113.82,3,1,0.0,0.5,0,1,0
CUST-00091,1,0,1,0,58,2,2,0,2,1,1,119.8,6180.49,0,0,0.8,0.09999999999999998,0,0,0
CUST-00092,0,0,0,1,61,1,2,1,2,1,3,54.24,3329.11,0,0,0.0,0.5,0,1,0
CUST-00093,0,1,0,1,28,0,2,2,2,0,2,105.14,3044.76,3,1,0.0,0.5,0,1,0
CUST-00094,0,0,0,0,65,0,1,1,0,0,2,68.34,3916.69,0,0,0.8,0.09999999999999998,0,0,0
CUST-00095,1,1,0,0,21,2,2,1,1,1,0,107.35,2249.4,0,1,0.0,0.5,1,0,0
CUST-00096,1,0,1,0,17,0,0,0,1,1,2,34.38,569.27,2,1,0.5,0.25,0,0,0
CUST-00097,1,0,1,0,49,0,1,0,0,0,0,69.62,3241.41,1,0,0.5,0.25,0,0,0
CUST-00098,0,0,0,0,46,2,1,2,1,0,1,55.16,2273.47,1,0,0.0,0.5,0,1,0
CUST-00099,1,0,1,0,10,2,1,2,0,0,0,68.49,722.15,1,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00100,0,0,0,0,60,0,2,0,0,1,2,95.56,5100.47,0,1,0.0,0.5,0,1,0
CUST-00101,0,0,0,1,14,1,2,0,2,1,0,74.47,1097.83,0,0,0.0,0.5,0,1,0
CUST-00102,0,0,0,0,58,0,1,1,0,1,3,95.51,5173.55,0,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00103,1,0,0,0,0,1,1,2,0,0,2,48.24,45.6,3,0,0.5,0.25,0,0,0
CUST-00104,0,0,1,1,58,0,2,0,2,0,2,44.43,2590.62,3,1,0.0,0.5,0,1,0
CUST-00105,0,0,1,0,57,0,2,0,1,0,0,65.4,3644.09,1,0,0.5,0.25,0,0,0
CUST-00106,0,0,1,0,56,1,1,0,2,1,0,64.03,3398.34,2,1,0.0,0.5,0,1,0
CUST-00107,0,0,1,0,48,0,0,0,0,0,3,60.35,2692.19,0,0,0.5,0.25,0,0,0
CUST-00108,1,0,1,0,34,1,0,1,2,0,1,41.03,1320.19,2,0,0.8,0.09999999999999998,0,0,0
CUST-00109,1,0,1,0,51,0,2,0,0,0,0,94.97,4450.77,3,0,0.0,0.5,0,1,0
CUST-00110,1,1,1,1,20,2,1,2,0,0,1,55.93,1165.05,2,0,0.5,0.25,0,0,0
CUST-00111,1,1,1,0,56,2,1,0,2,1,2,100.65,5094.09,3,0,1.0,0.0,0,0,0
CUST-00112,1,0,0,0,40,0,1,2,2,1,3,65.32,2440.84,3,1,0.0,0.5,1,0,0
CUST-00113,0,0,1,0,33,1,1,1,0,1,2,81.21,2669.29,1,0,0.8,0.09999999999999998,0,0,0
CUST-00114,0,0,1,1,36,0,1,1,0,1,3,78.94,2642.29,1,0,0.8,0.09999999999999998,0,0,0
CUST-00115,1,1,0,0,41,0,2,2,0,1,1,44.39,1832.67,0,0,0.8,0.09999999999999998,0,0,0
CUST-00116,1,0,1,0,2,0,0,0,0,0,3,74.18,197.27,0,0,0.0,0.5,0,0,1
CUST-00117,1,0,0,0,10,2,1,0,2,1,3,113.21,1064.37,3,1,0.0,0.5,1,0,0
CUST-00118,1,0,0,1,17,2,1,0,2,1,2,71.29,1211.76,0,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00119,1,0,0,0,8,2,2,0,1,1,3,87.53,729.66,1,0,0.5,0.25,0,0,0
CUST-00120,0,0,1,1,32,2,0,1,2,0,2,82.33,2689.61,2,0,0.8,0.09999999999999998,0,0,0
CUST-00121,1,0,1,0,48,2,1,2,0,0,2,72.68,3253.16,2,0,1.0,0.0,0,0,0
CUST-00122,0,1,0,0,47,0,0,0,0,1,2,69.66,2910.13,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00123,0,0,0,0,34,2,0,2,1,0,0,78.68,2476.94,0,0,0.8,0.09999999999999998,0,0,0
CUST-00124,1,1,0,0,62,1,1,0,2,0,0,84.08,4814.91,2,0,0.0,0.5,1,0,0
CUST-00125,1,0,1,0,41,0,0,1,0,0,0,31.2,1228.46,2,0,0.0,0.5,1,0,0
CUST-00126,1,0,1,1,5,1,2,0,0,0,2,71.18,380.6,1,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00127,0,1,0,0,55,0,2,0,2,0,1,60.4,3154.25,4,1,0.0,0.5,0,1,0
CUST-00128,0,0,1,0,41,0,0,2,2,0,0,55.21,2286.84,1,0,1.0,0.0,0,0,0
CUST-00129,0,0,0,0,46,0,2,1,1,1,0,97.4,4182.09,2,0,0.5,0.25,0,0,0
CUST-00130,1,0,0,0,41,0,1,2,0,0,1,46.67,1857.69,2,0,0.8,0.09999999999999998,0,0,0
CUST-00131,0,0,1,0,40,0,1,0,2,1,3,30.13,1092.45,0,0,0.0,0.5,1,0,0
CUST-00132,1,0,1,0,6,2,2,2,0,1,0,84.89,576.52,0,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00133,0,1,1,1,40,1,1,0,0,0,2,29.49,1076.63,3,1,0.0,0.5,0,1,0
CUST-00134,0,1,1,0,58,0,0,0,2,0,3,18.0,995.06,4,0,0.5,0.25,0,0,0
CUST-00135,1,0,1,1,22,0,0,0,2,0,3,87.71,1805.59,1,0,0.0,0.5,1,0,0
CUST-00136,1,0,0,1,44,0,1,0,0,0,2,68.97,2669.48,0,1,0.0,0.5,0,0,1
CUST-00137,1,0,1,0,2,0,2,0,0,0,0,76.82,206.94,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00138,1,0,1,0,25,2,1,0,0,1,2,53.94,1236.68,3,1,0.5,0.25,0,0,1
CUST-00139,1,0,1,1,31,0,1,0,2,0,1,30.39,956.82,2,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00140,1,0,1,0,71,1,0,1,0,1,2,35.36,2265.68,2,1,0.0,0.5,0,1,0
CUST-00141,0,0,0,1,15,1,2,2,0,1,2,58.2,927.63,1,0,0.8,0.09999999999999998,0,0,0
CUST-00142,0,0,0,1,20,1,0,2,0,1,3,33.19,643.92,1,0,1.0,0.0,0,0,0
CUST-00143,0,0,1,0,29,2,1,2,2,1,3,72.68,1925.64,0,0,-0.049999999999999996,0.525,1,0,0
CUST-00144,1,0,0,1,72,0,1,2,2,0,0,53.44,3544.95,0,0,0.5,0.25,0,0,0
CUST-00145,1,0,1,1,62,2,0,0,1,0,0,69.63,3849.38,1,0,0.0,0.5,0,1,0
CUST-00146,0,0,0,1,2,1,0,2,2,1,0,68.88,201.48,2,0,0.5,0.25,0,0,0
CUST-00147,0,0,1,0,17,1,1,2,0,0,0,74.67,1166.64,0,0,0.8,0.09999999999999998,0,0,0
CUST-00148,1,0,1,1,59,1,0,2,0,0,1,77.49,4561.2,4,0,1.0,0.0,0,0,0
CUST-00149,1,0,1,0,4,2,1,0,0,0,0,56.4,241.64,1,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00150,0,0,0,0,62,2,2,0,1,1,2,69.6,3924.14,2,0,0.0,0.5,1,0,0
CUST-00151,0,0,1,0,20,0,0,0,0,0,3,70.9,1296.81,0,1,0.0,0.5,0,1,0
CUST-00152,1,0,1,1,66,2,1,1,1,0,0,18.0,1149.06,3,0,0.5,0.25,0,0,0
CUST-00153,1,1,0,0,21,1,0,2,2,1,3,81.16,1654.91,1,0,0.0,0.5,0,1,0
CUST-00154,1,0,0,0,31,0,0,0,1,1,1,68.75,2179.98,2,0,1.0,0.0,0,0,0
CUST-00155,1,0,1,0,48,2,1,2,2,1,3,79.1,3507.41,4,1,0.0,0.5,0,1,0
CUST-00156,0,0,1,1,9,0,1,1,1,1,3,32.83,281.06,1,0,0.0,0.5,0,1,0
CUST-00157,1,0,0,1,40,1,1,2,1,1,3,57.11,2257.8,0,0,-0.049999999999999996,0.525,1,0,0
CUST-00158,0,0,1,1,36,0,0,1,0,0,0,37.71,1307.26,1,0,0.5,0.25,0,0,0
CUST-00159,0,0,1,0,57,0,1,0,0,1,0,83.62,4724.42,2,1,0.0,0.5,0,1,0
CUST-00160,0,0,1,0,72,2,1,0,2,0,3,29.87,1992.81,1,0,0.5,0.25,0,0,0
CUST-00161,0,0,0,0,48,0,2,0,0,1,2,41.78,1966.82,2,0,0.5,0.25,0,0,0
CUST-00162,1,1,0,0,29,0,1,0,2,1,2,78.36,2058.5,4,1,0.0,0.5,0,1,0
CUST-00163,1,0,0,0,29,0,2,2,0,0,3,49.27,1478.0,4,0,0.0,0.5,0,0,1
CUST-00164,1,0,0,0,30,0,0,1,2,0,1,41.79,1134.91,1,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00165,0,0,0,1,59,2,1,0,2,0,1,87.67,5125.91,2,0,0.0,0.5,1,0,0
CUST-00166,1,0,1,0,23,2,1,2,2,0,0,88.69,1877.1,1,0,0.5,0.25,0,0,1
CUST-00167,1,0,0,0,12,0,1,2,0,0,0,83.05,1044.43,1,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00168,1,0,1,0,24,1,1,0,0,0,0,86.22,2110.64,0,0,1.0,0.0,0,0,0
CUST-00169,1,0,0,1,1,0,1,0,0,0,2,59.21,116.23,2,0,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00170,0,0,1,0,7,1,2,0,2,1,3,59.89,441.44,2,0,0.5,0.25,0,0,0
CUST-00171,0,0,0,1,6,0,0,0,0,1,1,48.8,312.33,1,0,0.0,0.5,0,1,0
CUST-00172,0,1,0,0,56,0,2,2,0,0,0,69.19,3845.51,2,0,1.0,0.0,0,0,0
CUST-00173,1,0,0,0,52,0,1,1,2,1,2,51.8,2572.23,1,0,0.5,0.25,0,0,0
CUST-00174,1,0,0,0,50,1,1,2,0,1,2,54.17,2605.73,1,0,0.5,0.25,0,0,0
CUST-00175,0,0,0,0,33,0,1,0,0,1,1,80.0,2408.32,3,1,-0.049999999999999996,0.525,1,0,0
CUST-00176,0,0,1,0,52,0,0,1,1,0,1,94.61,4597.76,1,0,0.5,0.25,0,0,0
CUST-00177,1,0,1,0,11,2,2,0,2,1,2,74.96,814.44,2,1,0.0,0.5,1,0,0
CUST-00178,1,0,0,0,65,1,2,0,0,0,3,109.86,6886.76,1,0,0.0,0.5,0,1,0
CUST-00179,0,0,1,0,36,0,2,1,1,0,1,47.36,1541.12,3,1,0.0,0.5,0,1,0
CUST-00180,1,0,1,0,68,2,2,2,1,0,3,19.05,1197.28,1,0,0.5,0.25,0,0,0
CUST-00181,1,0,1,1,11,2,1,2,0,1,2,82.87,971.88,2,0,0.8,0.09999999999999998,0,0,0
CUST-00182,1,0,0,1,36,0,1,2,2,0,3,45.7,1575.86,4,1,1.0,0.0,0,0,0
CUST-00183,1,0,0,0,50,1,2,2,0,0,3,58.16,2919.91,3,0,1.0,0.0,0,0,0
CUST-00184,1,0,1,0,36,0,0,0,0,1,3,20.76,679.69,2,0,0.0,0.5,0,1,0
CUST-00185,1,0,0,0,32,1,2,0,2,0,1,42.52,1285.27,1,0,0.0,0.5,0,1,0
CUST-00186,1,0,0,0,12,0,1,0,2,1,1,27.44,329.99,1,0,1.0,0.0,0,0,0
CUST-00187,0,0,0,1,27,1,1,0,0,0,0,54.14,1379.62,2,0,1.0,0.0,0,0,0
CUST-00188,1,0,1,1,17,0,1,0,2,0,2,55.14,945.55,3,0,0.5,0.25,0,0,0
CUST-00189,0,0,0,0,22,0,1,2,1,1,3,67.25,1349.24,2,0,0.5,0.25,0,0,0
CUST-00190,1,1,1,0,49,2,0,0,2,0,2,95.99,4453.5,2,0,0.5,0.25,0,0,1
CUST-00191,1,1,0,1,46,0,1,0,1,1,2,81.92,3352.85,0,1,-0.049999999999999996,0.525,1,0,0
CUST-00192,0,0,0,1,44,2,1,0,0,0,3,24.45,1039.05,1,1,0.0,0.5,0,0,1
CUST-00193,1,0,1,0,26,2,0,1,1,0,2,80.2,2110.26,1,0,0.0,0.5,0,1,0
CUST-00194,1,1,1,0,70,2,0,1,0,1,0,67.79,4105.56,1,0,0.0,0.5,1,0,0
CUST-00195,0,0,1,0,6,0,1,0,2,0,3,62.55,402.18,1,1,0.0,0.5,1,0,0
CUST-00196,0,0,1,0,25,2,0,0,2,0,0,64.43,1547.71,2,0,0.5,0.25,0,0,0
CUST-00197,1,0,1,1,8,0,2,0,2,1,0,70.11,604.51,1,0,0.0,0.5,0,0,1
CUST-00198,1,0,0,0,24,0,0,1,0,0,1,47.7,1026.99,1,0,1.0,0.0,0,0,0
CUST-00199,1,0,1,0,70,2,1,0,2,1,3,60.44,3908.9,3,0,0.5,0.25,0,0,0
CUST-00200,1,0,0,0,26,1,0,0,0,1,2,94.6,2472.01,2,0,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00201,1,0,0,0,66,0,1,2,1,1,1,47.4,2952.93,4,0,1.0,0.0,0,0,0
CUST-00202,1,0,0,0,36,0,1,1,0,1,3,39.25,1397.76,1,1,0.5,0.25,0,0,1
CUST-00203,1,0,1,0,51,2,1,0,0,1,1,63.46,2985.11,2,0,0.5,0.25,0,0,0
CUST-00204,0,0,0,1,33,1,1,0,1,1,1,36.74,1234.19,0,0,0.8,0.09999999999999998,0,0,0
CUST-00205,0,0,0,0,19,0,1,1,0,0,1,21.93,377.9,0,0,0.5,0.25,0,0,0
CUST-00206,0,1,1,1,55,2,0,0,2,1,0,56.39,2727.35,0,0,0.8,0.09999999999999998,0,0,0
CUST-00207,1,1,1,1,70,0,1,0,2,0,0,101.22,6678.33,1,0,0.0,0.5,1,0,0
CUST-00208,0,0,0,0,19,0,1,2,0,1,3,64.03,1178.95,0,1,1.0,0.0,0,0,0
CUST-00209,1,0,1,0,56,1,1,0,2,1,3,69.46,3744.51,4,0,-0.049999999999999996,0.525,1,0,0
CUST-00210,1,0,1,1,19,2,1,0,0,0,1,18.0,318.37,2,0,0.5,0.25,0,0,0
CUST-00211,1,0,1,1,52,0,1,0,1,1,0,75.95,3558.02,2,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00212,1,0,0,0,57,0,1,0,0,1,2,67.33,3758.18,0,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00213,1,0,0,0,32,0,0,0,2,0,3,48.38,1426.93,1,0,0.8,0.09999999999999998,0,0,0
CUST-00214,1,0,0,0,53,2,0,2,2,1,1,69.5,3599.48,1,0,0.8,0.09999999999999998,0,0,0
CUST-00215,0,0,1,1,19,0,0,2,1,1,2,69.25,1310.36,0,0,0.8,0.09999999999999998,0,0,0
CUST-00216,1,1,0,0,5,0,1,2,2,0,3,38.51,199.29,4,1,1.0,0.0,0,0,0
CUST-00217,1,0,1,0,7,2,2,1,2,1,1,73.3,560.99,0,0,1.0,0.0,0,0,0
CUST-00218,0,0,0,1,32,0,1,2,0,0,3,94.93,3076.07,1,1,-0.3333333333333333,0.6666666666666666,0,0,1
CUST-00219,0,0,0,0,65,1,1,2,0,1,0,59.3,3806.16,2,0,0.5,0.25,0,0,0
CUST-00220,1,0,0,1,9,0,0,0,0,1,1,43.31,368.71,2,1,-0.48333333333333334,0.7416666666666667,0,1,0
CUST-00221,0,1,0,1,33,2,2,0,0,1,3,60.56,1916.88,2,0,0.5,0.25,0,0,0
CUST-00222,1,0,0,0,51,0,0,0,0,1,1,86.37,4432.86,3,1,-0.049999999999999996,0.525,1,0,0
CUST-00223,1,0,1,0,14,0,1,0,2,0,3,34.34,484.1,1,1,0.0,0.5,0,1,0
CUST-00224,0,0,1,0,52,0,2,0,0,0,3,79.46,3763.07,0,1,0.0,0.5,1,0,0
CUST-00225,0,0,0,0,22,1,1,0,0,0,2,48.05,971.63,2,0,0.8,0.09999999999999998,0,0,0
CUST-00226,0,0,1,0,59,1,0,1,0,1,3,71.05,4061.54,1,0,0.5,0.25,0,0,0
CUST-00227,1,0,1,0,42,0,0,0,1,0,0,50.89,2113.19,1,0,0.5,0.25,0,0,0
CUST-00228,1,0,1,0,39,0,1,0,2,0,2,50.82,2006.15,3,1,0.0,0.5,0,1,0
CUST-00229,1,0,0,1,12,2,0,2,0,1,3,103.08,1321.09,3,1,0.0,0.5,1,0,0
CUST-00230,1,1,0,1,33,0,1,0,0,1,0,29.77,911.86,3,1,-0.3433333333333333,0.6716666666666666,1,0,0
CUST-00231,0,0,1,0,62,0,1,1,0,1,1,77.13,4570.46,3,0,0.0,0.5,0,1,0
CUST-00232,1,0,0,1,1,1,0,2,2,1,0,108.28,187.37,0,0,0.5,0.25,0,0,0
CUST-00233,1,0,1,0,55,0,0,0,0,1,0,82.14,3975.04,3,0,0.8,0.09999999999999998,0,0,0
CUST-00234,0,0,0,0,35,0,2,0,1,1,0,31.72,982.87,2,0,1.0,0.0,0,0,0
CUST-00235,0,0,1,0,52,0,1,1,0,0,3,32.96,1727.79,2,1,0.0,0.5,0,1,0
CUST-00236,0,0,0,0,48,0,1,2,2,1,3,46.21,1976.42,2,0,0.5,0.25,0,0,0
